user,week,auth_events,auth_success,success_rate,uniq_src,uniq_dst,night_auth
user1817,2023-01-22,12,12,1.0,4,2,1
user1396,2023-11-12,11,10,0.909,3,4,1
user0033,2023-01-15,9,7,0.778,1,1,1
user0573,2023-04-09,12,12,1.0,1,3,0
user1789,2023-07-16,14,12,0.857,1,4,1
user0471,2023-07-09,17,17,1.0,1,1,0
user1404,2023-01-08,13,11,0.846,3,1,0
user0078,2024-07-07,8,7,0.875,1,4,0
user1525,2024-06-02,13,12,0.923,2,4,0
user0250,2023-12-03,10,6,0.6,3,1,1
user1260,2024-02-04,8,8,1.0,1,2,0
user0572,2024-02-25,12,8,0.667,2,3,0
user0058,2023-05-07,18,17,0.944,6,4,1
user0984,2024-03-17,14,14,1.0,1,2,0
user0812,2023-06-11,7,6,0.857,1,1,1
user0182,2024-02-11,7,6,0.857,1,3,0
user0863,2023-01-08,15,14,0.933,1,2,2
user1253,2023-04-09,14,12,0.857,3,5,0
user0966,2023-06-11,16,15,0.938,1,1,1
user1828,2023-01-22,14,10,0.714,2,2,1
user0746,2023-02-19,8,6,0.75,2,3,0
user0061,2023-05-14,7,7,1.0,1,1,1
user1695,2024-04-28,11,10,0.909,2,3,0
user1570,2023-04-09,9,9,1.0,1,2,0
user1959,2023-07-16,15,15,1.0,4,1,1
user1342,2023-06-04,6,4,0.667,4,1,1
user0631,2023-04-09,12,9,0.75,5,2,3
user1358,2023-04-16,16,16,1.0,2,3,0
user1181,2023-01-15,7,6,0.857,3,2,0
user0148,2024-02-04,13,13,1.0,2,1,0
user1444,2023-02-19,11,9,0.818,2,2,2
user0111,2023-12-10,15,14,0.933,2,2,1
user0193,2023-01-22,10,10,1.0,1,1,0
user0526,2024-05-26,9,9,1.0,1,1,1
user1510,2023-06-25,14,13,0.929,1,1,1
user0201,2023-04-30,12,11,0.917,2,2,1
user0881,2023-06-11,11,10,0.909,1,1,0
user0539,2024-05-26,10,10,1.0,3,2,0
user1765,2023-02-19,13,11,0.846,1,1,0
user1195,2023-12-24,13,12,0.923,3,3,1
user0425,2023-05-14,10,9,0.9,1,1,0
user0990,2024-02-18,11,11,1.0,2,1,0
user0774,2024-03-24,19,17,0.895,1,1,1
user1741,2023-12-03,18,18,1.0,1,2,1
user0786,2023-05-14,9,9,1.0,2,2,0
user1687,2023-04-16,9,9,1.0,2,1,0
user0726,2023-07-30,9,9,1.0,4,1,0
user1601,2023-01-15,14,11,0.786,1,2,2
user0329,2023-08-20,9,9,1.0,3,2,1
user1280,2023-08-06,19,19,1.0,1,2,1
user0817,2024-03-17,7,6,0.857,3,2,1
user1712,2023-12-31,9,7,0.778,1,3,2
user0104,2023-04-30,8,8,1.0,3,1,0
user0525,2023-02-05,9,8,0.889,1,2,0
user1488,2023-09-17,15,12,0.8,3,4,1
user1593,2023-03-19,9,9,1.0,1,1,0
user0317,2023-03-26,15,14,0.933,1,2,0
user1713,2023-12-17,15,13,0.867,2,5,0
user1342,2023-02-19,9,9,1.0,1,1,0
user0155,2023-11-12,11,11,1.0,2,3,0
user1184,2023-11-12,18,16,0.889,1,2,2
user0991,2023-09-24,15,13,0.867,1,4,1
user0753,2023-11-05,11,11,1.0,1,1,0
user0088,2023-10-22,11,9,0.818,2,1,0
user1606,2024-02-04,11,10,0.909,1,1,0
user1312,2023-10-01,18,15,0.833,1,3,3
user0082,2023-04-09,20,20,1.0,1,1,0
user0783,2024-03-10,13,9,0.692,2,1,0
user0815,2023-01-29,15,13,0.867,1,1,0
user0434,2023-12-10,19,18,0.947,2,2,0
user0187,2024-04-07,11,8,0.727,1,2,1
user0956,2023-01-29,11,9,0.818,5,8,0
user0101,2023-02-19,15,12,0.8,1,1,0
user0027,2023-09-24,14,14,1.0,1,2,0
user1843,2023-12-24,12,12,1.0,3,3,0
user0147,2024-03-24,10,10,1.0,2,2,0
user1366,2024-02-18,13,13,1.0,3,3,0
user1936,2024-01-28,12,11,0.917,1,1,0
user0607,2024-06-02,17,16,0.941,1,3,1
user0772,2023-11-26,10,8,0.8,2,1,2
user0830,2023-07-30,14,14,1.0,4,3,2
user1926,2023-02-12,9,9,1.0,2,1,0
user0502,2023-04-30,11,10,0.909,3,1,0
user1043,2024-05-05,11,10,0.909,2,2,1
user0747,2024-05-05,13,13,1.0,1,2,0
user0559,2024-04-07,15,13,0.867,1,4,1
user1170,2023-02-26,11,10,0.909,2,1,0
user0473,2024-05-19,13,13,1.0,1,1,0
user1423,2023-08-20,16,12,0.75,2,6,1
user1919,2024-04-14,8,7,0.875,3,1,1
user0085,2023-02-26,17,14,0.824,1,1,1
user0344,2023-12-03,10,7,0.7,3,2,3
user0674,2023-04-16,16,16,1.0,1,1,0
user0767,2023-08-20,15,14,0.933,1,2,2
user1011,2023-04-23,17,17,1.0,2,1,0
user1182,2023-10-29,12,11,0.917,1,5,0
user1067,2023-01-08,15,15,1.0,2,1,0
user0810,2024-02-25,16,14,0.875,2,2,0
user1433,2023-04-09,13,13,1.0,1,3,0
user0496,2024-06-30,9,9,1.0,1,4,0
user0435,2023-08-06,12,11,0.917,3,3,1
user0146,2024-06-09,16,14,0.875,2,1,3
user1123,2023-09-10,11,11,1.0,3,3,0
user0432,2023-12-31,16,15,0.938,1,1,0
user1217,2023-06-25,15,15,1.0,2,1,0
user1295,2023-04-02,15,13,0.867,2,1,0
user0153,2024-05-26,9,9,1.0,2,1,0
user1291,2023-07-09,7,7,1.0,1,2,0
user1883,2024-02-25,13,13,1.0,1,1,0
user0675,2023-10-22,12,12,1.0,1,2,0
user0399,2023-01-01,9,9,1.0,1,1,0
user1330,2023-02-26,13,12,0.923,1,3,3
user1866,2024-02-11,8,8,1.0,4,2,0
user1009,2024-04-28,10,9,0.9,1,2,1
user0536,2023-12-24,6,6,1.0,1,2,0
user0524,2023-12-10,12,11,0.917,2,3,0
user1734,2023-12-31,12,11,0.917,1,1,0
user0807,2023-06-18,11,11,1.0,1,1,0
user1594,2024-06-23,8,8,1.0,1,3,1
user1273,2024-05-26,13,13,1.0,3,1,0
user1356,2024-06-02,14,14,1.0,4,4,0
user1990,2023-10-22,9,8,0.889,1,1,0
user1154,2024-06-02,11,10,0.909,2,1,0
user1980,2023-03-19,10,10,1.0,1,2,0
user0147,2023-07-23,7,6,0.857,3,1,1
user1449,2023-03-19,16,14,0.875,2,2,0
user1492,2023-05-14,11,11,1.0,2,1,0
user0682,2024-03-17,9,8,0.889,1,2,2
user1709,2023-01-29,11,8,0.727,2,3,0
user0321,2023-08-06,13,13,1.0,2,3,0
user0277,2024-06-09,10,7,0.7,1,4,0
user1658,2023-09-24,13,11,0.846,1,1,0
user0733,2023-01-22,14,14,1.0,1,2,0
user0745,2024-02-11,7,7,1.0,3,6,0
user1549,2023-04-09,11,7,0.636,1,1,0
user1650,2023-05-28,10,9,0.9,4,1,0
user0969,2024-06-16,13,13,1.0,1,2,2
user1391,2023-07-30,11,10,0.909,2,2,0
user1282,2023-11-12,10,10,1.0,1,1,0
user1411,2023-11-26,9,7,0.778,3,4,1
user1665,2023-01-15,15,13,0.867,2,3,1
user0059,2023-01-22,14,14,1.0,1,1,0
user1551,2023-12-31,13,12,0.923,2,4,0
user1158,2024-04-14,17,16,0.941,2,2,0
user1604,2024-06-16,15,15,1.0,1,1,0
user0104,2023-05-28,3,3,1.0,1,1,0
user1272,2023-06-18,17,17,1.0,1,2,0
user1679,2023-10-29,10,8,0.8,2,1,1
user1238,2024-05-19,16,16,1.0,3,1,0
user0525,2023-08-06,12,12,1.0,1,1,1
user0240,2023-10-22,7,6,0.857,1,1,1
user0096,2023-08-20,11,11,1.0,1,1,0
user0901,2023-07-09,16,16,1.0,1,1,1
user0564,2023-12-10,10,10,1.0,1,2,0
user1251,2023-12-03,5,4,0.8,4,1,1
user1782,2023-12-17,10,7,0.7,3,4,1
user0836,2024-06-30,14,13,0.929,1,3,1
user1807,2023-12-17,9,9,1.0,2,3,0
user0348,2023-12-31,18,16,0.889,3,2,1
user0653,2023-01-08,14,12,0.857,1,1,1
user0386,2024-03-17,14,12,0.857,1,1,1
user0250,2024-01-21,18,16,0.889,1,1,0
user0484,2024-04-21,11,11,1.0,2,4,1
user1116,2023-01-15,9,7,0.778,1,1,1
user1040,2023-02-26,16,16,1.0,1,1,0
user1620,2024-03-24,14,12,0.857,1,1,1
user1221,2023-01-22,13,12,0.923,1,6,1
user0954,2024-04-07,14,14,1.0,2,1,0
user1153,2023-07-02,9,7,0.778,1,2,1
user0569,2023-05-07,13,13,1.0,1,1,2
user1496,2023-10-29,13,13,1.0,2,1,1
user1785,2023-06-11,17,16,0.941,2,1,0
user0030,2023-07-16,11,11,1.0,1,5,0
user1348,2023-01-01,7,7,1.0,2,6,0
user0937,2023-11-19,9,9,1.0,2,1,0
user1386,2024-05-12,10,10,1.0,3,2,0
user1378,2023-06-18,13,11,0.846,2,4,0
user1302,2023-06-25,12,12,1.0,1,1,0
user0005,2023-05-07,14,12,0.857,2,1,1
user0243,2023-01-08,10,10,1.0,1,1,0
user0772,2023-08-27,16,15,0.938,2,1,1
user1021,2023-10-01,11,9,0.818,1,1,0
user0282,2023-06-25,12,11,0.917,1,4,1
user0353,2023-06-18,17,16,0.941,1,1,0
user1704,2024-03-24,13,13,1.0,1,1,0
user1538,2024-06-30,21,20,0.952,1,2,1
user1256,2023-05-28,10,7,0.7,1,1,0
user0533,2023-01-29,14,14,1.0,1,1,0
user0151,2023-05-07,6,6,1.0,1,1,0
user0155,2024-06-23,16,16,1.0,5,2,1
user1742,2023-05-21,14,14,1.0,1,2,2
user0739,2023-05-28,14,13,0.929,2,1,1
user0791,2023-06-11,21,20,0.952,1,3,1
user1845,2024-03-17,16,15,0.938,2,1,1
user0747,2024-05-26,11,10,0.909,2,1,0
user0483,2023-11-05,10,9,0.9,3,2,0
user0025,2023-04-16,16,16,1.0,3,2,0
user1936,2024-03-17,15,13,0.867,3,3,2
user0982,2024-03-24,10,9,0.9,1,1,0
user0763,2023-12-03,10,8,0.8,1,4,0
user1113,2023-06-18,15,11,0.733,2,1,0
user1693,2023-01-01,13,12,0.923,3,1,1
user0675,2023-04-30,11,10,0.909,3,2,0
user0295,2023-07-30,13,10,0.769,2,3,1
user0928,2023-08-27,12,11,0.917,1,4,1
user0288,2024-03-10,6,6,1.0,2,2,0
user1200,2024-03-24,14,12,0.857,2,1,0
user0311,2024-02-25,12,11,0.917,1,4,1
user1979,2024-07-07,12,9,0.75,3,1,1
user0819,2023-03-26,9,9,1.0,2,1,0
user0021,2023-01-29,17,15,0.882,2,1,3
user0422,2023-03-12,14,13,0.929,3,1,1
user1528,2023-04-02,13,11,0.846,1,3,0
user0168,2024-05-05,17,16,0.941,4,3,0
user1050,2023-03-19,10,10,1.0,1,2,1
user1874,2023-06-18,7,6,0.857,1,4,0
user0333,2023-06-18,7,5,0.714,2,1,1
user1031,2024-03-10,9,8,0.889,1,4,0
user1158,2023-10-15,6,6,1.0,1,1,0
user0858,2023-01-08,13,11,0.846,2,2,1
user1806,2024-04-07,12,12,1.0,2,1,1
user1420,2024-06-16,10,9,0.9,1,2,0
user1481,2023-11-19,20,19,0.95,1,2,1
user1504,2023-07-16,11,10,0.909,1,1,0
user0713,2024-03-24,10,10,1.0,2,2,0
user0120,2023-12-10,11,9,0.818,1,3,0
user0797,2023-03-19,6,6,1.0,1,5,0
user1386,2023-09-24,10,10,1.0,1,2,0
user1693,2023-12-24,14,13,0.929,1,1,0
user0207,2023-12-17,12,11,0.917,3,4,1
user1256,2024-03-17,10,10,1.0,1,2,0
user0843,2023-03-19,15,15,1.0,1,1,1
user0453,2024-03-17,6,4,0.667,4,3,1
user1296,2024-03-17,8,6,0.75,1,4,0
user0333,2023-01-29,19,15,0.789,3,1,1
user1238,2023-10-15,10,7,0.7,1,3,2
user0192,2024-05-12,8,7,0.875,1,2,1
user0250,2023-02-26,15,15,1.0,1,1,1
user1291,2023-04-09,23,20,0.87,2,2,0
user0926,2024-06-23,15,15,1.0,1,1,1
user0650,2024-06-23,16,16,1.0,3,1,2
user0592,2023-01-22,18,17,0.944,5,5,0
user0463,2023-03-19,10,9,0.9,1,1,1
user0884,2023-11-12,5,5,1.0,2,3,0
user0876,2023-04-23,12,12,1.0,1,1,1
user1700,2023-04-16,12,11,0.917,1,1,1
user0738,2024-03-03,17,16,0.941,4,2,0
user0532,2024-03-10,8,7,0.875,1,3,0
user1764,2023-07-30,12,12,1.0,3,4,1
user1861,2024-01-14,7,7,1.0,2,1,0
user0927,2024-01-21,14,14,1.0,1,4,1
user0136,2023-11-05,13,12,0.923,1,3,2
user1968,2024-01-07,11,9,0.818,1,1,0
user0117,2023-06-11,18,18,1.0,2,3,0
user1923,2023-07-23,11,11,1.0,5,1,0
user0526,2023-12-17,13,11,0.846,2,1,1
user0579,2023-08-27,13,12,0.923,1,1,0
user1784,2024-05-26,11,11,1.0,2,1,0
user0786,2023-02-05,14,10,0.714,2,2,2
user0470,2023-10-22,7,7,1.0,1,3,0
user0325,2023-10-01,13,12,0.923,1,1,1
user1115,2023-03-19,15,15,1.0,2,6,0
user0551,2023-06-18,7,6,0.857,1,1,0
user0989,2023-04-02,14,12,0.857,2,2,0
user1657,2023-03-26,15,12,0.8,1,2,3
user1954,2024-03-31,12,11,0.917,1,1,1
user1007,2024-06-09,10,9,0.9,1,1,0
user0911,2024-01-21,12,10,0.833,1,3,1
user0296,2024-04-21,8,8,1.0,1,1,1
user0262,2024-01-28,9,9,1.0,2,1,0
user1985,2023-07-30,10,9,0.9,2,3,0
user1158,2024-03-17,17,15,0.882,4,2,0
user1317,2024-02-25,9,9,1.0,1,3,1
user0164,2024-05-19,14,14,1.0,1,1,2
user0944,2023-01-15,11,10,0.909,2,1,0
user1309,2024-02-18,10,10,1.0,1,1,0
user1655,2023-08-27,10,7,0.7,1,1,0
user0793,2023-10-08,10,8,0.8,1,1,1
user0132,2023-03-19,15,13,0.867,1,4,1
user0370,2023-07-16,12,12,1.0,1,2,0
user1666,2023-06-18,14,11,0.786,2,1,0
user0327,2024-02-11,15,14,0.933,3,1,1
user0086,2023-04-09,15,15,1.0,1,4,2
user0745,2023-03-12,11,9,0.818,4,1,0
user0499,2023-04-23,17,11,0.647,3,3,3
user1967,2023-01-29,6,6,1.0,4,4,1
user0960,2024-01-28,16,14,0.875,1,3,1
user1589,2023-05-07,11,9,0.818,1,2,3
user0393,2023-11-19,8,7,0.875,1,3,1
user0123,2023-11-26,12,12,1.0,1,4,0
user1722,2023-10-29,17,16,0.941,1,2,0
user1367,2024-07-07,19,17,0.895,1,1,1
user0795,2023-09-24,17,16,0.941,2,4,0
user0105,2023-01-01,16,14,0.875,1,1,0
user1570,2023-10-08,15,13,0.867,1,1,1
user0865,2023-07-23,12,10,0.833,3,2,1
user1785,2023-02-12,7,6,0.857,3,1,0
user0314,2024-02-04,14,13,0.929,3,1,0
user1649,2023-09-10,9,9,1.0,2,3,0
user1743,2023-03-19,7,5,0.714,4,3,2
user0147,2024-02-25,10,10,1.0,1,2,0
user1032,2023-05-28,10,8,0.8,2,1,1
user1906,2023-12-24,14,14,1.0,1,3,0
user1739,2023-04-02,9,9,1.0,1,3,0
user1857,2024-02-04,15,12,0.8,2,1,2
user1915,2023-08-20,18,12,0.667,2,3,4
user1541,2023-12-10,10,10,1.0,1,3,0
user0294,2023-03-26,12,9,0.75,1,4,0
user1347,2023-12-17,11,9,0.818,1,1,0
user0254,2024-01-21,13,12,0.923,1,2,0
user1299,2023-08-27,9,7,0.778,4,1,0
user0656,2023-06-25,13,11,0.846,1,2,0
user0565,2024-06-09,14,14,1.0,1,1,1
user0848,2023-07-16,11,9,0.818,2,3,1
user0907,2023-08-13,13,12,0.923,4,3,0
user0814,2023-11-05,19,17,0.895,1,3,3
user1155,2024-03-17,10,10,1.0,2,1,0
user1453,2023-01-01,9,7,0.778,1,2,1
user0147,2024-04-07,14,13,0.929,1,1,1
user1151,2023-11-26,17,16,0.941,1,1,0
user1756,2024-05-26,7,6,0.857,1,2,0
user0927,2023-07-09,9,9,1.0,1,1,1
user0427,2023-12-10,10,10,1.0,1,1,0
user0763,2023-11-12,17,15,0.882,1,3,1
user1532,2023-06-25,13,13,1.0,1,4,0
user1515,2023-11-19,10,10,1.0,3,5,0
user1887,2023-07-16,10,10,1.0,5,1,0
user0529,2023-01-01,13,11,0.846,2,1,0
user1327,2023-07-16,9,9,1.0,1,1,0
user0475,2023-06-18,11,10,0.909,2,3,0
user1705,2024-03-17,15,15,1.0,1,4,0
user1174,2023-07-16,8,7,0.875,1,3,0
user0929,2023-05-14,21,18,0.857,3,1,1
user0399,2023-01-22,9,9,1.0,1,1,2
user0595,2023-12-03,15,14,0.933,1,2,2
user0772,2024-02-11,10,9,0.9,1,1,1
user1454,2024-06-09,16,15,0.938,1,1,0
user0707,2023-12-03,10,10,1.0,1,1,1
user0192,2024-04-07,8,6,0.75,2,3,1
user0703,2023-09-24,16,14,0.875,1,3,0
user1474,2024-01-28,12,12,1.0,2,3,0
user1739,2023-10-22,13,10,0.769,3,1,0
user0523,2023-01-15,16,14,0.875,2,1,0
user1023,2023-10-01,15,15,1.0,1,2,1
user1746,2023-04-09,12,11,0.917,1,1,0
user1186,2024-05-19,10,9,0.9,1,1,0
user0751,2023-04-16,12,11,0.917,1,6,1
user1184,2023-05-14,18,16,0.889,2,1,1
user0059,2023-04-16,11,11,1.0,1,2,1
user0436,2023-05-21,8,7,0.875,1,1,1
user0416,2023-06-25,12,9,0.75,1,2,0
user1193,2023-12-17,10,9,0.9,1,1,0
user0194,2023-10-15,8,6,0.75,3,3,1
user1492,2024-03-17,11,10,0.909,2,1,0
user0464,2023-11-05,18,16,0.889,3,2,2
user0107,2023-10-15,9,7,0.778,1,1,0
user1531,2023-04-02,13,12,0.923,3,2,0
user0810,2024-05-26,8,5,0.625,1,1,0
user0482,2024-02-18,17,17,1.0,1,2,0
user0658,2024-03-24,7,6,0.857,2,2,0
user0741,2023-03-12,10,10,1.0,1,3,0
user0487,2023-05-28,19,19,1.0,2,2,0
user1439,2023-05-21,11,10,0.909,1,3,1
user1448,2024-04-21,16,15,0.938,1,1,2
user1206,2023-01-01,8,6,0.75,3,5,1
user1300,2023-01-22,12,11,0.917,2,1,0
user1447,2024-07-07,8,7,0.875,1,1,0
user0641,2023-12-24,15,13,0.867,1,1,1
user0766,2023-08-27,16,14,0.875,1,2,0
user1692,2023-11-26,9,9,1.0,1,1,1
user0738,2023-07-09,6,6,1.0,2,3,0
user1586,2024-05-26,16,16,1.0,2,2,1
user0203,2023-09-24,14,12,0.857,4,3,0
user0281,2023-09-24,10,10,1.0,2,2,0
user1367,2023-08-27,10,9,0.9,1,1,1
user1234,2024-02-25,12,12,1.0,1,2,0
user1817,2023-06-18,14,12,0.857,1,2,1
user1461,2023-09-03,15,12,0.8,1,1,2
user0191,2023-07-16,17,15,0.882,2,2,0
user1254,2024-04-21,13,13,1.0,1,2,0
user1096,2023-03-05,12,11,0.917,2,2,1
user0946,2024-06-30,12,11,0.917,2,2,0
user0426,2023-04-30,7,7,1.0,2,1,0
user0116,2024-02-18,13,12,0.923,2,2,1
user0500,2023-01-22,16,14,0.875,1,1,1
user1127,2023-09-17,7,5,0.714,1,4,1
user1115,2023-10-22,5,4,0.8,1,1,0
user1480,2023-05-07,6,6,1.0,2,1,0
user0229,2023-11-12,13,12,0.923,1,2,0
user0522,2023-09-24,14,13,0.929,2,1,2
user0839,2023-10-01,15,14,0.933,1,1,1
user1679,2024-03-10,8,8,1.0,2,2,0
user0088,2024-03-03,18,15,0.833,1,3,1
user0243,2023-11-19,12,11,0.917,2,1,0
user1419,2023-04-02,9,9,1.0,1,3,1
user1389,2024-01-07,19,17,0.895,1,2,1
user1074,2024-02-25,15,13,0.867,2,1,1
user1137,2023-02-12,17,16,0.941,1,1,1
user0576,2023-10-01,15,12,0.8,2,1,1
user0489,2023-01-01,9,8,0.889,1,5,1
user1449,2023-09-24,10,10,1.0,4,2,1
user1963,2024-05-05,12,12,1.0,2,1,0
user1592,2023-12-31,10,10,1.0,2,1,0
user1928,2024-03-17,15,15,1.0,1,1,1
user1244,2023-01-08,10,10,1.0,1,3,0
user1038,2024-05-19,8,6,0.75,2,4,1
user1604,2024-05-12,14,13,0.929,1,2,0
user1804,2023-07-16,15,15,1.0,2,2,0
user0139,2023-08-06,13,13,1.0,1,1,1
user0567,2023-06-25,12,12,1.0,2,2,0
user1005,2023-08-06,10,10,1.0,1,4,0
user0737,2024-01-21,9,9,1.0,1,6,1
user0470,2024-01-28,18,18,1.0,1,4,0
user0093,2024-05-05,13,11,0.846,1,3,4
user0637,2023-01-29,14,14,1.0,2,3,0
user0922,2024-06-23,13,13,1.0,2,2,0
user0733,2024-02-11,12,12,1.0,1,2,1
user1057,2024-06-23,13,9,0.692,1,1,0
user1205,2024-05-26,17,14,0.824,1,2,1
user0823,2023-04-09,9,8,0.889,3,2,0
user1970,2023-12-24,9,9,1.0,1,3,0
user1281,2023-04-16,13,13,1.0,1,4,0
user1302,2024-07-07,8,8,1.0,2,1,0
user1852,2023-04-16,9,8,0.889,1,3,1
user1992,2023-01-29,13,12,0.923,1,2,1
user1433,2023-08-13,16,11,0.688,3,2,2
user0943,2023-01-29,18,15,0.833,2,4,0
user1823,2023-02-19,16,15,0.938,1,3,0
user0941,2024-05-26,8,7,0.875,1,2,1
user0514,2024-02-25,13,13,1.0,1,1,0
user1549,2024-03-03,13,13,1.0,1,9,0
user0008,2023-10-29,13,13,1.0,1,1,2
user1531,2023-04-30,18,17,0.944,1,1,1
user1352,2023-01-15,12,10,0.833,1,1,0
user0552,2023-04-30,15,12,0.8,2,2,2
user0148,2023-02-05,15,13,0.867,4,1,0
user0676,2023-12-17,10,10,1.0,2,2,0
user1964,2023-12-24,13,7,0.538,2,3,0
user0607,2023-10-08,17,17,1.0,1,1,1
user0236,2023-01-01,11,7,0.636,1,2,0
user1190,2024-05-05,10,7,0.7,1,1,1
user0357,2023-01-29,9,8,0.889,3,1,0
user1229,2023-04-16,13,11,0.846,1,1,2
user0355,2024-02-11,10,10,1.0,1,1,0
user1582,2024-03-24,11,11,1.0,2,1,0
user0465,2023-11-19,9,9,1.0,1,3,0
user0447,2023-10-29,8,5,0.625,1,4,2
user1150,2023-01-01,10,10,1.0,1,5,0
user0224,2023-09-03,5,5,1.0,2,3,0
user0440,2023-09-03,13,12,0.923,3,1,1
user1456,2024-01-21,10,8,0.8,2,2,2
user1125,2024-05-19,9,8,0.889,2,1,0
user0778,2023-10-01,7,7,1.0,2,2,1
user1439,2023-06-04,10,7,0.7,1,3,0
user0300,2024-05-19,9,9,1.0,1,1,2
user1963,2023-06-25,10,9,0.9,2,2,1
user0426,2024-03-03,14,10,0.714,1,2,0
user0367,2023-10-01,16,16,1.0,1,3,0
user1632,2024-06-09,13,11,0.846,1,1,0
user1968,2023-04-30,10,10,1.0,1,1,0
user0100,2024-03-24,13,12,0.923,1,1,0
user1964,2024-05-12,13,12,0.923,2,1,1
user0538,2023-08-20,9,7,0.778,1,3,1
user1964,2023-03-12,12,10,0.833,5,2,1
user1591,2023-12-17,16,15,0.938,3,1,0
user0280,2023-11-05,12,11,0.917,1,5,0
user1502,2024-03-31,16,16,1.0,3,1,1
user1495,2024-02-25,8,6,0.75,1,1,1
user0563,2024-03-17,6,6,1.0,1,1,1
user0233,2024-07-07,13,11,0.846,1,2,0
user1371,2024-02-04,11,11,1.0,2,1,0
user1098,2023-04-09,12,12,1.0,1,2,0
user1020,2024-06-09,14,13,0.929,3,1,0
user0650,2023-12-24,15,15,1.0,3,2,0
user1891,2023-03-12,14,14,1.0,2,4,0
user1117,2023-10-29,14,8,0.571,3,1,1
user0585,2023-02-19,8,6,0.75,1,4,0
user0108,2023-05-28,11,10,0.909,2,6,2
user1335,2024-02-11,11,10,0.909,1,1,0
user1862,2023-05-21,13,11,0.846,3,2,1
user1946,2023-05-07,15,13,0.867,1,1,0
user0436,2023-10-29,9,7,0.778,1,3,0
user1346,2024-06-23,11,9,0.818,1,1,1
user0034,2023-09-17,11,11,1.0,1,2,0
user0310,2023-08-20,14,13,0.929,1,1,0
user1682,2023-05-21,15,14,0.933,1,1,1
user1888,2023-10-15,12,12,1.0,1,1,0
user1964,2024-06-16,15,15,1.0,1,1,1
user0526,2024-05-05,7,5,0.714,4,3,1
user0623,2023-08-27,16,14,0.875,1,2,0
user0751,2023-03-12,9,7,0.778,1,2,0
user1433,2024-04-21,9,8,0.889,1,2,0
user0386,2024-01-07,16,14,0.875,1,2,2
user0537,2023-10-01,6,6,1.0,1,2,0
user0878,2023-12-17,8,8,1.0,3,1,0
user0814,2024-01-14,11,11,1.0,3,2,0
user1280,2024-06-09,8,8,1.0,1,1,2
user0737,2024-02-04,13,10,0.769,1,2,2
user1323,2023-08-20,17,17,1.0,1,3,0
user1591,2023-10-15,14,12,0.857,4,3,0
user0196,2023-11-12,13,13,1.0,3,1,0
user0305,2024-02-11,16,16,1.0,2,2,0
user0048,2024-04-21,14,13,0.929,1,1,1
user0604,2023-06-18,10,10,1.0,2,1,1
user0258,2023-10-15,8,8,1.0,1,1,0
user1066,2023-11-19,11,10,0.909,2,2,1
user0028,2024-02-11,11,11,1.0,1,1,0
user0050,2023-06-04,14,11,0.786,1,1,2
user0388,2023-10-22,13,13,1.0,1,3,0
user0707,2024-05-12,12,12,1.0,1,1,0
user0143,2024-01-21,13,11,0.846,2,2,0
user1343,2024-03-10,15,13,0.867,1,5,0
user0100,2023-05-07,13,11,0.846,1,1,0
user0759,2023-04-09,9,9,1.0,2,1,1
user1500,2024-06-02,13,11,0.846,2,1,1
user0334,2023-03-05,12,11,0.917,1,1,2
user1530,2023-05-07,9,9,1.0,2,1,0
user1592,2023-04-09,8,8,1.0,2,3,0
user0744,2024-05-19,6,6,1.0,2,2,0
user1409,2024-02-25,17,13,0.765,3,1,3
user0805,2023-06-04,15,15,1.0,1,3,0
user1489,2023-07-16,8,6,0.75,1,5,0
user0292,2024-03-31,13,13,1.0,2,1,0
user1206,2023-09-03,11,11,1.0,3,1,1
user1800,2024-05-19,16,13,0.812,1,3,0
user0653,2023-07-30,13,11,0.846,1,1,0
user1460,2023-01-08,17,14,0.824,2,5,1
user0313,2023-05-21,8,8,1.0,1,1,0
user1825,2023-08-06,12,11,0.917,2,3,0
user0466,2023-11-26,7,6,0.857,3,1,0
user1645,2023-01-22,11,11,1.0,1,1,0
user1553,2023-02-26,8,8,1.0,3,1,0
user1442,2024-01-21,14,14,1.0,3,1,0
user0089,2023-12-24,12,12,1.0,1,1,0
user1344,2024-02-18,13,12,0.923,2,1,2
user0897,2023-03-19,11,10,0.909,2,3,1
user1326,2024-02-18,13,13,1.0,1,2,0
user1354,2023-05-28,11,9,0.818,2,1,1
user1600,2023-12-31,8,5,0.625,1,1,1
user0349,2023-12-24,16,15,0.938,3,6,1
user0202,2023-10-15,6,6,1.0,1,2,0
user1996,2023-11-19,8,8,1.0,1,2,0
user1774,2023-07-09,10,9,0.9,1,2,0
user1007,2023-07-09,15,14,0.933,1,1,1
user0123,2023-03-05,20,18,0.9,4,1,1
user1147,2024-07-07,15,15,1.0,3,2,0
user0138,2024-02-18,6,4,0.667,2,1,0
user1429,2023-02-26,10,9,0.9,3,2,0
user0513,2023-01-29,20,19,0.95,2,1,0
user1740,2024-01-07,13,12,0.923,1,1,0
user1756,2023-04-09,11,9,0.818,1,1,0
user0119,2024-05-12,15,14,0.933,1,1,0
user1743,2023-05-07,14,12,0.857,3,1,0
user1656,2024-05-12,18,13,0.722,1,1,2
user1008,2023-04-16,9,8,0.889,2,1,0
user0028,2024-04-07,9,8,0.889,3,5,0
user1005,2023-12-24,14,14,1.0,1,6,1
user1285,2023-12-03,14,14,1.0,1,1,1
